Country Name,Country Code,Group,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Birth rate, crude (per 1,000 people)","Compulsory education, duration (years)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Current health expenditure (% of GDP),"Death rate, crude (per 1,000 people)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","Fertility rate, total (births per woman)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"Government expenditure on education, total (% of GDP)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)","Mortality rate, infant (per 1,000 live births)",Out-of-pocket expenditure (% of current health expenditure),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Population density (people per sq. km of land area),Population growth (annual %),"Preprimary education, duration (years)","Primary education, duration (years)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Rule of Law: Estimate,"School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)","Secondary education, duration (years)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population (% of total population),Urban population growth (annual %),Voice and Accountability: Estimate,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
Afghanistan,AFG,country,32.45,97.7,86.803,87.64932155,36.466,9,21.57875,14.8313194,6.791,44.51263,18.33941,37.14797,42.223,32.659,4.87,18904502222,3.911603419,500.5229808,0.932833389,3.213779926,72,64,17.6,2.302372515,39.509,47.487,9991682,63.565,31.7,46.3,76.818367,73.784643,51.00348109,-2.655531168,57.90825169,2.908529093,1,6,1.9,13.4,2.5,18.1,-1.727894425,3.08,106.7010803,55.42520905,9.686420441,6,0.01618,11.085,17.339,25.754,3.919286985,-1.006746769,81.15342,16.82699
Albania,ALB,country,81.6,100,15.013,47.28039712,10.343,9,22.02832,5.2,8.48,36.41685,20.15067,43.43248,53.392,26.648,1.414,15401826081,2.087711996,5396.214227,2.523540843,3.916650057,99,95,68.55039112,1.41109079,36.584,60.31,1433004,79.282,98.14115143,8.4,56.49,94.75822472,99.18306888,0.11116863,104.1675547,-0.426007367,5,5,1.1,1.7,0.9,2,-0.402843326,75.75498962,104.8127365,95.08659363,59.7784996,7,5.10935,11.47,27.161,61.229,1.071413549,0.142711371,51.19916,45.73177
Algeria,DZA,country,99.7,99.5,12.303,57.05398753,23.298,10,1.855456,6.25170851,4.392,9.940742,30.46512,59.59416,37.369,17.767,2.988,1.72E+11,1,4021.983608,-0.840856658,6.100359917,91,80,58.97757455,1.951768211,24.401,41.75,12396383,76.474,81.40783691,20.1,33.39915466,94.23913986,86.13850435,-1.044342637,17.93031568,1.839444886,1,5,1.6,2.6,1.6,3.2,-0.848534942,79.07,108.8458481,99.61,52.61994171,7,0.61271,10.495,27.187,73.189,2.607529824,-1.053523779,27.458396,67.89183
American Samoa,ASM,country,null,null,30.65,53.83940182,17.34,null,null,null,null,null,null,null,null,null,null,647000000,-0.487804878,13672.57666,1.831713966,null,null,null,null,null,null,null,null,null,null,null,null,99.24475181,54.16600116,1.172189116,236.605,-2.304138699,null,6,null,null,null,null,1.328052163,null,null,null,null,6,null,null,null,87.147,-2.310689801,1.272708774,null,null
Andorra,AND,country,100,100,5.985,37.95832806,7,10,null,7.40840626,3.9,null,null,null,null,null,null,3155149348,2.015547638,41328.6005,0.23829657,3.15060997,99,99,90.71866533,0.5,null,null,null,null,100,2.8,12.59578514,99.99999679,99.99999679,1.602202296,162.4319149,1.757491257,3,6,0.4,1.3,0.4,2,1.572286963,null,null,null,null,6,11.05154,null,null,87.984,1.669357528,1.110087037,null,null
Angola,AGO,country,49.3,45.63388062,141.278,92.31355961,39.725,6,5.21055,2.65592647,7.811,59.3349,7.430243,33.23489,69.874,47.54,5.442,69309110146,-0.702272958,2142.238757,-4.017114161,1.927459955,57,51,32.12939197,17.07970441,56.787,77.193,13629799,62.448,68.57,50.4,37.88715363,56.88303749,51.39362268,-0.358524978,25.95138205,3.395277792,2,6,6.7,12.8,10.3,18.7,-0.993774951,39.61,85.02416229,50.67,10.63029003,6,6.17199,9.481,16.283,66.177,4.402191144,-0.78340435,59.97217,35.28339
Antigua and Barbuda,ATG,country,100,100,30.83,40.48160066,11.485,11,null,4.37567186,5.865,null,null,null,null,null,1.468,1675403704,4.344059831,18187.77971,3.787887426,2.831340075,95,93,95.70763132,1.431355982,null,null,null,78.691,99,5.5,24.26510048,98.36503872,97.3994801,0.953555167,209.3568182,0.534443401,5,7,1,2.7,0.7,3.2,0.400458485,70.25360107,102.2206192,111.1960373,null,5,8.51359,null,null,24.506,0.155165948,0.733219802,null,null
Argentina,ARG,country,99.9,100,46.153,55.13530886,14.783,14,0.5608538,9.47170544,7.6,7.740676,20.15901,72.10028,54.357,28.93,1.994,4.48E+11,-2.000861003,9963.674231,-2.969562499,4.724170208,83,86,79.94695203,53.8,38.996,60.29,20607477,77.284,99.0038681,7.6,26.80958176,99.75,95.42,-0.091444202,16.42082662,0.993397493,6,6,1,3.1,0.8,4.6,-0.408074647,77.77883148,109.5162964,108.2308426,95.44790649,6,8.03999,9.84,25.812,91.991,1.125019726,0.572384655,22.7149938,73.49278
Armenia,ARM,country,98.1,100,19.041,47.77305855,12.892,12,0.829193,11.3798008,9.662,29.90575,17.0539,53.04035,55.12,32.989,1.575,13619290546,7.599999999,4828.504889,8.2086495,2.561850071,92,95,66.54394969,1.443446608,43.757,62.779,1411206,75.439,99.8,10.5,84.79430389,99.92817193,93.85787165,-0.413424373,99.07277836,-0.564065543,3,4,1,2.2,1,2.6,-0.157182589,39.33663177,91.84506226,86.47232819,51.48752975,8,4.98389,12.2,24.609,63.219,-0.453278,0.055480633,31.760333,66.67974
Aruba,ABW,country,null,100,18.906,47.13924331,9.138,13,null,null,8.778,null,null,null,null,null,1.486,3395793855,0.635029788,31902.76258,0.181216309,null,null,null,97,4.257462043,null,null,null,76.248,97.80741882,null,null,97.87,98.72178836,1.349796057,591.3444444,0.451969659,2,6,null,null,null,null,1.25625968,null,null,,null,5,null,null,null,43.546,0.762320963,1.264367223,null,null
Australia,AUS,country,100,100,8.938,52.92950433,12.1,10,0.185087,10.22989082,6.7,2.558299,19.05847,78.38329,62.547,60.114,1.657,1.39E+12,2.171396224,54941.06572,0.665151145,5.135310173,95,94,93.60991916,1.610767873,68.121,65.95,13590354,82.9,99,3.2,14.69235134,99.96985437,100,0.911745727,3.294351419,1.485208447,5,7,0.4,1.6,0.4,2.1,1.726110816,166.1609192,99.72714996,140.6460419,115.9520416,6,10.0908,5.16,11.753,86.124,1.615335783,1.267398,10.608627,83.42296
Austria,AUT,country,100,100,5.499,50.0491128,9.6,13,1.077763,10.47507858,9.4,3.656134,25.35589,70.98798,58.605,51.61,1.46,4.45E+11,1.517388583,50070.40335,1.066969706,5.212910175,85,95,87.75220479,1.530895642,56.413,61.36,4662739,81.89512195,98,2.9,17.90847397,99.99999659,99.97270989,0.916747928,107.6093068,0.444673639,6,4,0.4,1.3,0.3,1.7,1.895342708,102.7037506,103.1049271,100.1937027,86.47553253,8,11.97275,4.49,8.514,58.515,0.817910607,1.338748932,7.366228,87.83932
Azerbaijan,AZE,country,98,100,49.404,44.20588232,14.1,10,33.022,4.0731144,5.6,34.66605,14.90599,50.42796,62.347,37.962,1.81,48174235294,2.500000067,4805.753718,1.635850481,2.681080103,94,98,81.09999907,2.610571828,43.338,65.525,4964822,73.102,99.79598236,18.2,68.31981659,95.66774777,96.12902945,-0.68591243,121.2800711,0.846646726,5,4,1.6,2.8,1.5,3.2,-0.591070116,41.13872147,97.93534851,94.77548981,31.54019928,8,1.96779,4.85,12.406,56.031,1.47506479,-1.529441476,54.34098,33.31829
"Bahamas, The",BHS,country,100,100,26.022,40.2855944,11.487,12,0.2621015,5.90402126,7.943,3.291617,11.58016,85.12869,66.045,39.168,1.398,13058700000,-0.743977998,32279.01136,-1.394387494,2.288419962,89,83,90.69327663,2.491235274,51.833,73.424,235408,71.205,96,15.4,26.35405159,98.8869605,94.93058233,0.816237688,40.41528472,0.657441085,2,6,5,6,8.3,9.9,0.072598852,39.73947906,81.36,76.89,15.06,6,4.39408,10.051,24.434,83.132,0.786275055,0.90619415,11.9017715,85.25714
Bahrain,BHR,country,100,100,9.676,29.89787695,13.198,9,0.421934,3.95980344,2,0.9920013,35.09085,63.91727,71.558,40.753,1.857,38653318085,2.166964669,25869.11291,1.698724144,2.094909906,99,99,99.70150438,1.005820047,43.35,72.413,864850,80.019,97.5,6.1,29.97935416,99.92183734,100,-0.627359509,1915.625641,0.459362585,5,6,1,1.8,0.9,2.5,0.489411116,51.5647316,98.02790833,97.11241913,55.62850952,6,1.58154,1.181,5.991,89.394,0.579117628,-1.429232478,0.9893101,97.40872
Bangladesh,BGD,country,23.5,92.2,77.678,49.25527744,18.35,5,10.5193,2.620749,5.28,38.32538,20.94673,40.72791,56.019,35.607,2.031,3.51E+11,7.881906729,2122.078386,6.687654398,1.971846581,98,97,27.76,5.591996399,40.632,58.587,70248864,72.806,74.6844635,25.3,72.05020905,97.82513657,54.91023996,-0.932975292,1271.538926,1.11317249,3,5,2.4,5.2,2.9,4.1,-0.631936312,40.81816101,116.4663467,72.55813599,24.01212883,7,0.00516,4.382,12.366,37.405,3.201394572,-0.741785586,54.35773,40.40279
Barbados,BRB,country,100,100,42.163,47.55610093,10.885,11,0.0288475,6.1940732,8.91,2.829336,16.91681,80.25386,57.061,33.072,1.623,5324250000,-0.131147253,19002.96238,-0.306518356,3.203989983,90,92,83.20881332,4.100289645,44.402,62.3,143823,77.257,99.6,11.7,46.72623062,98.51445042,98.09246231,1.049227476,651.5813953,0.175755759,5,6,1.2,2.3,0.5,3.7,0.3524023,85.74761963,100.3379135,102.7071991,65.43,5,9.46831,8.41,25.516,31.158,0.210994735,1.102835178,19.0287475,80.44592
Belarus,BLR,country,99.6,100,11.83,49.31692876,9.3,9,0.0302073,5.86133814,12.8,8.381658,32.05411,59.56423,60.799,40.243,1.382,64410112583,1.446206671,6837.767232,1.651118196,4.97947979,98,98,82.78915209,5.59815595,44.819,63.438,4971033,74.22682927,99.87400055,2.4,25.69003105,98.39198685,99.34076143,0.332389116,46.41075062,-0.201786601,4,4,0.6,1.7,0.6,2.5,-0.836098075,98.63175964,98.44673157,102.0773087,87.7572403,7,10.90107,4.16,10.212,79.044,0.367878413,-1.407921314,3.3926443,95.72836
Belgium,BEL,country,100,100,5.304,55.97237863,10.2,12,0.7970402,10.6635952,9.5,0.9195728,20.83656,78.24387,51.475,26.561,1.6,5.36E+11,2.261568321,46641.71166,1.710374927,6.339759827,97,96,90.27542801,1.43681957,30.98,54.39,5194405,81.99512195,99,3.4,18.97733116,100,99.48619883,0.473777533,379.4247028,0.540461327,6,6,0.4,1.1,0.4,1.8,1.366700649,113.5106735,102.6195068,156.0806122,80.13816833,6,10.28089,5.36,14.265,98.041,0.581271661,1.310198188,10.5989132,85.76637
Belize,BLZ,country,83.1,92.72,64.404,51.59092237,18.886,8,4.938203,6.07060003,4.727,16.8605,15.70493,67.43519,58.854,37.123,2.106,2416500000,4.502046385,6210.565543,2.614217232,7.138390064,98,96,57.11844188,0.187069385,46.651,64.71,177832,73.931,83,10.6,23.93080711,98.40054977,88.19850365,0.063038863,17.05808856,1.823016119,2,6,1.6,4.2,1.3,7.9,-0.836393356,47.67211914,110.4903107,86.38567352,24.99110031,6,5.71321,9.05,20.424,45.866,2.132837292,0.50560379,29.980403,64.76237
Benin,BEN,country,4.8,39.99809265,93.897,84.93684387,37.675,6,13.61785,2.32052207,9.248,29.4476,21.5764,48.97603,61.758,31.218,5.13,14391686309,6.865687336,1170.965533,3.824507565,2.965199947,76,68,22.41593843,-0.705026635,32.482,62.677,4403417,60.454,42.36240005,58,46.20043564,66.67226715,18.62985459,-0.41266796,108.9964881,2.887074085,2,6,7,11.3,12.7,11.2,-0.653755903,24.43139076,116.7085876,47,11.14138031,7,8.34555,1.466,3.89,47.861,4.040767534,0.062789403,87.67181,10.89221
Bermuda,BMU,country,100,100,7.417,49.93782991,8.2,13,null,null,8.4,null,null,null,null,null,1.3,7423465000,0.306266735,116153.1661,0.317253011,1.927237868,null,null,98.37,null,null,null,null,81.033,null,null,null,99.90314002,99.9416526,1.065073848,1183.537037,-0.010952131,1,6,null,null,null,null,0.839582562,null,null,null,19.02725983,7,null,null,null,100,-0.010952131,null,null,null
Bhutan,BTN,country,84.6,100,19.659,43.37577857,12.871,12,29.76619,3.60361075,6.626,56.13877,9.793658,34.06758,61.532,25.295,1.46,2535655609,5.755169993,3303.962309,5.016153346,5.675445557,97,97,74.17944255,2.726430374,28.441,63.253,367463,71.391,66.6,23.9,17.79043007,98.87231224,75.40367028,1.082095861,20.12215522,0.701252584,2,7,5,5.5,2.8,6.9,0.60570538,35.70903397,99.54376984,90.09468079,15.56830025,6,0.19989,2.72,11.06,41.612,2.43936953,0.074761286,72.25163,27.64655
Bolivia,BOL,country,86.5,95.08,65.629,57.96405512,22.323,14,15.71443,6.88792992,7.127,28.36029,20.14685,51.49286,68.079,45.652,2.688,40895322851,2.21670564,3472.380831,0.737697155,7.672689915,75,79,47.47481911,1.83954505,49.075,70.68,5684739,67.841,92.5,21.7,23.99159813,92.5659539,63.81630982,-0.730085671,10.87170221,1.457504391,2,6,2,4.6,2.2,5.3,-1.174364448,77.3421402,98.52799225,89.98246002,2.54,6,4.09584,3.68,6.976,69.773,1.95751015,-0.116381519,59.70191,36.57371
Bosnia and Herzegovina,BIH,country,41.9,100,10.223,47.43051394,8.819,9,3.020428,9.04909897,12.266,17.96246,31.71181,50.32574,39.655,22.726,1.368,20482603346,2.887343344,6094.723214,4.09411575,4.18,73,68,69.94634763,0.562782154,34.486,47.035,1344543,77.241,98.5,5.1,29.35281181,96.12370062,95.39,-0.418754309,65.63888672,-1.166081335,5,5,0.7,1.7,0.5,2.6,-0.20178242,24.58069038,87.61,81.36,40.19034958,8,6.3848,15.69,34.102,48.626,-0.37947001,-0.243082657,19.073978,75.10244
Botswana,BWA,country,64.8,70.09508514,51.149,58.42617157,24.887,12,3.145399,6.12193108,6.974,18.99099,15.65581,65.3532,51.062,23.062,2.883,16725908662,3.032556556,6691.161051,1.042018782,6.91437006,95,97,64.82632542,2.772864429,35.636,63.9,1063621,65.464,88.5,29.9,4.49591064,92.22140297,79.75168887,1.111055136,4.410745858,1.950856348,3,7,3,4.8,4.3,6.3,0.459768772,21.45,103.24,79.92,25.08139038,5,8.16316,20.09,35.285,70.172,2.990881683,0.498391122,27.885499,69.74493
Brazil,BRA,country,96.3,99.8,50.015,43.14452868,13.633,14,2.232214,9.61449146,6.572,8.960098,20.30546,70.73445,56.569,41.5,1.703,1.87E+12,1.220777824,8845.323931,0.448280407,5.963469982,70,91,73.91243991,3.732976212,56.99,64.32,107415119,75.338,93.22750092,13.4,24.87984657,98.93554395,89.29879593,-0.713788211,25.33851766,0.766107802,6,5,1.4,5.4,1,7.7,-0.20343326,95.48522186,107.4074707,103.9532776,55.13629913,7,7.67496,12.05,27.181,86.824,1.060237553,0.302300245,28.333294,66.91751
British Virgin Islands,VGB,country,null,100,13.661,33.72067625,7.29,12,null,null,6.156,null,null,null,null,null,0.948,null,null,null,null,2.630959988,null,null,78,null,null,null,null,75.863,null,10.6,null,99.86438356,96.86,null,204.0666667,0.902459156,5,7,1.3,3.3,1,4.9,null,109.2278671,117.4210129,null,24.80620003,6,null,null,null,48.116,1.718926076,null,null,null
Brunei Darussalam,BRN,country,100,100,9.955,39.02458376,14.585,9,0.7924979,2.19410944,4.834,1.953577,20.76305,77.28337,59.953,31.256,1.819,13469240163,3.869109865,30748.32019,2.974226152,4.43,99,97,95,-0.390522069,39.822,64.41,217445,74.748,97.21411133,9.5,5.59261751,99.90004534,95.8309192,1.108798981,83.12106262,0.865282212,3,6,1,1.1,1.1,2.2,0.609003484,63.34687805,100.0994949,92.09571838,30.77120018,7,0.4118,6.92,21.513,77.942,1.267432882,-0.967858493,6.2678479,91.01868
Bulgaria,BGR,country,88.65,99.19500732,39.245,56.27940561,8.8,11,0.6179991,7.08924437,15.5,6.621537,30.02168,63.35678,54.187,21.777,1.58,68911930628,4.038142206,9878.768872,4.773056073,4.197179794,93,95,67.94698094,3.103729448,23.904,56.58,3391873,75.11219512,98.4,5.6,38.9731369,99.144878,86.02472374,0.578860998,64.25719418,-0.703905641,4,4,0.9,2.3,0.8,3.2,-0.014007625,82.72840881,85.94416046,92.39259338,73.37917328,8,11.91963,4.23,8.897,75.347,-0.252969936,0.355631977,7.2779931,89.17432
Burkina Faso,BFA,country,10.3,17.6,113.416,89.76688485,36.689,10,38.23117,5.38121271,8.75,74.37678,6.597541,19.02568,62.309,46.458,4.971,16178161666,5.688115149,772.1668775,2.868728152,5.696849823,91,88,9.27180601,-3.23338934,50.395,65.377,7569473,60.039,39.3458519,54.2,34.69356155,49.0028525,22.82406925,-1.302386522,76.57762792,2.703875567,3,6,5.8,7.5,12.1,11,-0.445065111,5.52064991,94.5357132,41.31110001,7.096129894,7,9.81281,4.693,7.811,29.98,4.800404381,-0.202466473,85.36864,14.02196
Burundi,BDI,country,0.2,9.839400291,54.856,98.21220997,36.323,6,29.80145,6.53989458,7.352,86.0615,3.452964,10.48554,78.759,51.548,5.271,2576518879,1.812565324,216.9729709,-1.457193033,5.346680164,93,92,2.731443388,-0.686772171,52.256,79.451,4990348,62.351,68.4,40,30.74374962,62.09432128,45.74527639,-1.615158916,462.41581,3.26424857,2,6,8.4,8.5,11.7,9,-1.439301968,16.63183022,118.9602432,45.09125137,3.923569918,6,4.12798,0.871,1.354,13.366,5.794906079,-1.724568605,86.53843,12.2094
Cabo Verde,CPV,country,79.7,91.4,56.453,48.7280141,17.463,10,1.901061,5.06559896,5.162,10.60462,21.79634,67.59904,50.419,22.976,1.932,2266752197,7.636081689,3928.309096,6.548957824,4.733459949,96,98,61.94339776,1.106666743,31.756,57.43,240383,76.004,86.8,12.9,26.75374603,88.59087109,78.82495648,0.873942554,143.1836228,1.01513458,3,6,1.1,2,1,4,0.472124577,74.70214844,100.8880692,88.99069214,23.61651039,6,6.27088,12.207,27.649,66.195,1.717171369,0.952357113,27.491001,68.17807
Cambodia,KHM,country,34.5,84,46.894,53.70162811,20.28,9,3.596103,6.89604807,5.947,39.8681,24.47314,35.65876,75.929,59.41,2.402,27089390033,7.054106932,1671.3854,5.848619695,2.89662981,92,84,52.30587822,1.942575008,59.667,76.04,8636531,70.692,80.5,23,64.39125061,75.33672107,66.95741642,-0.089493863,91.81818491,1.132442162,6,6,1.8,3.6,2.9,4.7,-0.938387156,20.51646614,100.4260178,54,11.85430813,6,8.48211,0.146,0.431,23.805,2.899692092,-1.220241785,47.915073,51.96434
Cameroon,CMR,country,22.7,63.17689514,114.532,83.71016388,36.147,6,11.68126,3.65157914,8.16,43.7701,14.81913,41.41081,69.253,44.048,4.623,39670976440,3.475059979,1538.687912,0.643223201,3.080879927,67,60,36.5391824,2.452802141,47.107,71.861,10596388,61.584,77.07103729,50.1,72.18878174,67.99048422,42.40085801,-1.559216738,54.54156036,2.774879781,2,6,8.2,12.4,14,17.8,-1.125854611,35.61787033,105.7478409,44.27816391,14.26727009,7,10.1012,3.629,6.495,56.968,3.823046878,-1.209367275,71.37654,25.54388
Canada,CAN,country,100,100,6.888,50.47738991,9.9,10,0.1060302,10.95021915,7.6,1.510478,19.25113,79.23838,61.991,57.491,1.47,1.74E+12,1.888223585,46374.15275,0.435426336,4.772930145,91,90,91.91289669,1.949269024,64.586,65.71,20758436,82.22878049,99,4.5,15.03504467,99.22165498,98.75732715,1.01676774,4.193949311,1.436136823,6,6,0.5,1.8,0.4,3,1.751842499,48.76470947,100.9897537,114.3332672,75.69882202,6,9.89647,5.66,10.985,81.482,1.523308331,1.431864738,10.8398002,84.76714
Cayman Islands,CYM,country,100,100,11.666,32.10155204,9.8,12,null,null,3.9,null,null,null,null,null,null,5941896600,3.915636377,89846.3211,1.951524945,2.064558744,null,null,81.07,null,null,null,null,null,99,null,null,95.61104294,83.33024172,1.433294296,275.5583333,1.908192659,4,6,null,null,null,null,0.763362586,89.33332825,87.62740326,77.03900909,null,6,null,null,null,100,1.908192659,0.469737321,null,null
Central African Republic,CAF,country,0.8,14.3,162.614,103.5409786,41.92,10,35.98035,7.82838726,10.873,69.1151,6.401332,24.48357,66.435,45.662,6.008,2221301351,3.1,426.408753,0.833009811,1.768710017,42,41,7.509161449,2.685373553,50.774,70.492,1893599,55.025,37.39582062,78.6,60.87836075,38.21226712,14.48198243,-2.138271809,8.361944204,2.223361071,3,6,10.9,11.5,13.8,24.4,-1.747761369,2.93,102.02,17.14,2.98,7,1.98657,5.755,10.068,41.77,3.200112445,-1.222213626,93.18222,5.951262
Chad,TCD,country,6.6,8.4,143.448,99.90470143,44.229,10,18.98056,4.47938061,12.369,69.74416,9.091633,21.16421,59.213,37.468,6.412,11314951088,3.247181917,701.6212008,-0.098958561,2.372459888,50,41,8.364171285,-0.971939175,38.05,59.884,5027534,53.259,22.3,69.3,62.62454605,50.49806435,12.2940189,-1.343743205,12.80723158,3.294582728,3,6,10.8,15.8,13.3,19.4,-1.299297214,1.098479986,89.19113922,20.55504036,3.25,7,3.73055,1.12,1.53,23.279,4.24412488,-1.434826493,89.96038,8.818701
Channel Islands,CHI,country,null,100,10.58772688,46.70199777,9.834130217,null,1.067301,null,8.547311257,2.399841,25.62736,71.97156,54.882,42.036,1.441,10381669645,1.32511666,61281.32722,0.038590918,null,null,null,null,null,49.297,58.872,84527,81.39,null,null,null,94.15,98.5,null,855.6060606,1.277830313,null,null,null,null,null,null,null,null,null,null,null,null,null,6.777,14.728,30.931,1.333276239,null,10.254558,85.20226
Chile,CHL,country,100,100,24.127,44.82651839,11.855,12,1.019357,9.33272266,6.346,9.069173,22.22464,68.70618,55.286,25.49,1.545,2.78E+11,0.743130031,14627.14502,-1.045505741,5.618120193,96,95,85.01758384,2.557544757,31.676,59.62,9214285,80.326,96.4,6.1,32.80002975,100,100,0.007929707,25.60681316,1.791391972,6,6,0.8,2.2,0.6,3.3,0.947567701,84.80239868,102.3705368,103.6651611,93.10112762,6,6.74572,7.27,19.529,87.643,1.881570024,0.983122289,23.032717,72.78537
China,CHN,country,79.4,100,12.939,43.43832775,10.41,9,10.32222,5.3502779,7.09,25.30706,27.42448,47.26846,64.307,44.529,1.496,1.43E+13,5.950500754,10143.86021,5.575316863,3.539999962,99,99,64.0808813,2.899234164,49.881,67.38,775321104,77.968,96.84088898,5.9,35.23001862,95.3173719,91.28813654,-0.256689161,149.9481797,0.35474089,3,6,1,1.4,0.9,2.5,-0.243998483,89.11855316,101.9257202,88.17,53.76491165,6,5.72525,4.56,10.73,60.308,2.290177234,-1.628048062,41.85101,53.96443
Colombia,COL,country,92.1,99.44425964,61.82,43.95131836,14.682,12,3.344974,8.1165638,5.411,15.76901,20.12389,64.10709,60.759,40.617,1.765,3.23E+11,3.186855392,6436.509215,1.314952378,4.506219864,94,95,65.00690072,3.523019327,50.8,67.48,26304740,76.752,95.24926758,11.8,14.12572575,96.89252467,92.15109154,-0.949501574,45.23425507,1.830746942,6,5,1.4,4.3,1.1,6.7,-0.371536016,38.53,114.0009918,100.8063126,54.97652054,6,4.91572,9.96,20.046,81.104,2.233509463,0.205496594,45.933614,50.41784
Comoros,COM,country,9.6,83.32794952,60.615,75.46445724,30.4,6,3.985067,5.18044472,8.203,35.60773,19.38212,45.01015,40.54,11.203,4.125,1195019531,1.760780239,1510.797323,-0.126909212,2.5,91,90,16.38375122,6.3,13.825,44.096,213852,64.068,58.81702042,41.6,61.82796478,80.21050148,35.90667575,-0.154699191,425.0327781,1.872447912,3,6,1.8,3.8,3.9,4.3,-1.137524605,21.80785942,99.50662994,59.46886063,8.99,7,0.25281,8.063,18.967,29.164,2.557093459,-0.706908762,58.098557,40.96201
"Congo, Dem. Rep.",COD,country,4.2,19.1,110.747,97.85242916,42.656,6,15.86718,3.54229975,9.38,56.26814,9.657775,34.07409,63.009,32.406,6.253,51775829869,4.384528881,575.8827813,1.11096628,1.45,73,65,16.48118911,4.71,35.414,65.934,31751451,60.276,77,65.9,38.49700546,35.67805731,16.41666246,-1.593898892,39.65809753,3.186288389,3,6,9.6,17.9,11.5,19.8,-1.798251152,5.675370216,118.45961,46.17,6.6,6,2.11786,4.436,8.494,45.046,4.495717425,-1.313972831,77.89607,19.85527
"Congo, Rep.",COG,country,32.2,47.7288208,106.697,80.19873593,31.676,10,3.526318,2.56553078,7.388,36.30391,20.99027,42.70581,53.845,25.532,4.296,12750338736,-0.086885958,2288.808086,-2.412582309,3.5753901,79,73,9,2.206073058,42.021,67.826,2195682,62.747,80.29875946,35.9,42.17203903,73.59586981,20.36426311,-0.896963596,16.31254173,2.355238072,3,6,5.2,6.9,6.2,13.5,-1.176690459,14.2859602,93.69561005,66.4438858,12.67,7,6.39562,20.612,39.24,67.373,3.03586515,-1.2789886,73.654758,25.32441
Costa Rica,CRI,country,95.4,99.71,44.882,45.2014016,12.847,13,1.975138,7.2212491,5.468,17.37481,17.63289,64.99229,57.313,31.138,1.632,64417670556,2.417511818,12669.34116,1.535290566,6.7958498,95,95,81.20259644,2.096046353,45.312,64.26,2573190,79.427,97.86379242,7.2,22.32456398,99.79752937,97.8532217,0.45229286,99.57955347,0.865128347,6,6,1,2.8,0.7,4.8,0.554161429,95.63549805,116.1822891,141.3639832,57.67481995,5,3.45249,10.81,31.282,80.076,1.788517924,1.096023798,23.285978,73.35863
Cote d'Ivoire,CIV,country,28.7,68.56665039,107.17,81.28396706,34.554,10,11.52139,3.28960407,8.728,45.94494,10.44557,43.60949,63.128,41.943,4.538,59898479821,6.518286735,2290.787379,3.855841941,3.716379881,81,73,36.28895457,-1.10686344,43.667,64.68,9735200,59.319,89.89341736,59,37.26046365,72.54105817,34.77796746,-1.026045561,82.22500314,2.531287446,3,6,10.7,10.9,14.2,16.3,-0.58926332,8.345899582,100.3153381,54.61299133,9.952599525,7,2.80459,2.4,3.949,51.239,3.433099047,-0.247607246,70.0742,28.27709
Croatia,HRV,country,100,100,9.062,54.66109642,8.9,8,1.208484,6.81108999,12.7,6.194014,27.66621,66.13984,47.717,27.652,1.47,61329267533,3.42100553,15086.21174,3.995700516,3.916860104,94,93,79.07978368,0.771820346,33.186,51.1,1781597,78.42439024,99.3,4,11.4647665,98.68,96.15083016,0.694699943,72.64050104,-0.554146739,6,4,0.5,1.8,0.7,2,0.372456163,70.83030701,93.22310638,100.1194305,67.72174835,8,8.54359,6.62,16.676,57.242,-0.037465607,0.455303043,7.428415,87.65156
